Question	Potentially_Pejorative
在下也不太能接受。不过有一个问题，假如那姑娘被黑人给QJ了怎么算⁉俺觉得这种情况反而能接受了😅	Potentially
好起来了，兄弟们，女人也开始反感女拳了。	Potentially
我也没因为吴亦凡是异性恋就讨厌所有异性恋啊🤔。性取向和道德水平又不相关。因为谁谁谁做了坏事所以就讨厌这个人的群体里的所有人。这是啥？这段时间偏见吧？	None
所谓“女生文科强，男生理科强”的刻板印象是咋出来的？我就特别的偏理科	Potentially
真没人黑天津吧🤔	None
吴施蒙一来到店里，所有人都对着她笑。	Potentially
😅以前住的小区挺多黑人的，很怕跟他们一台电梯，浓到恶心的香水味还有隐隐约约的汗味，每次都是闭着呼吸等电梯到一楼…实在不知道别人怎么忍的！而且就像你说的，审美也完全get不到。超模圈里的黑人美女，倒是有身材火辣好看的，黑人男性真的不好看啊，明星都不好看。	Potentially
哪个小区居然可以饲养猩猩	Potentially
也不知道一大堆人品有问题骗婚的是谁	None
确实要有人管理了	None
没接触黑人群体，不怪你，真的。	Potentially
啥鬼母阿娜才63	Potentially
幕刃不值得同情	Potentially
兄弟们，给他送温暖	None
说的是那些普信的直男，也不算无差别攻击吧	Potentially
笑死我了，这博主刚说怎么这些男的这都能破防啊？然后评论区同样的文章只换了一个字，她的女粉纷纷破防，这真是本年度最精彩的笑话了，打脸啪啪啪啪响，哈哈哈哈哈	Potentially
赞同🙋‍，还有上边有人叫讲多放同性恋电影的，我可不想以后我孩子看那些，别说啥先天的，后天影响肯定存在，整天受同性恋文化熏陶万一弯了可咋办	Potentially
这方面只有中国人能给，其实各国大小都差不多，但是黄种人硬度最高。你可以去看一下奥运会跳水这类项目，看看黑皮白皮大不大。中国男人在非洲到处玩女人，还都玩质量最好的，而且美国跨种族通婚也是黄男白女离婚率最低，这样看来中国人最能带给女人享受啊	Potentially
首先，先鼓励她产下娃(=・ω・=)每天呵护备至，寸步不能离，防止她感觉枯燥弄点新鲜事(°∀°)ﾉ再然后看看日期还有多久，在临产期时更要呵护有加，等她到医院顺利生产下来，在门外听到护士喜报母子平安的消息后(･∀･)马上拿起之前预定好的车票回到房间里收拾好东西赶紧跑路(￣3￣)不是我渣，因为我就是一个处男，关我p事(￣3￣)	Potentially
接下来这些黑人会要求政治权力	None
我歧视gay,我也歧视你的观点😄	Potentially
性方面也是比不了的	None
我笑了。黑人骂中国人、说中国属于黑人就是言论自由；中国人反感黑人、骂黑人就是种族歧视。这是什么狗屁道理？歧视黑人正确吗？非常正确，我们大学的政治教授都让我们远离黑人、远离性病艾滋。这可以说说的非常正确。	Potentially
现在包括安徽苏北整个江淮系大概占25%	None
不奇怪有些动物喜欢缠着人类小狒狒也不例外	Potentially
说句不好听的，人狗杂交过的人，换你你要吗	Potentially
上海人已经躺平了，你们说的都对对对对对	None
中国人的脸都被她们丢尽了	Potentially
别，黑的血肉我想想都恶心	Potentially
《小黑泥鳅》	Potentially
起码在冯丽这件事情上，是这几个博主到冯丽微博下留言加辱骂河南人的，到处蹭热度，我都怀疑这些人是不是有病呀！你骂他他就截屏，说你网暴他，你不骂他马上就跑到话题下继续地域黑，我去过西安，是一座美丽的城市，文化很厚重，但华夏把中原说做陕西，黄帝故里是西安等等常识性错误的言论，还不让人说洛阳是十三朝古都，不是洛阳是古都会影响西安什么吗？无语😲😲😲😲	Potentially
艾滋病你了解一下	None
我觉得歧视这个词被用烂了也用错了，歧视指的是不正确不符合事实的认识，如果一个观点符合事实那它就算不得歧视	None
这个作者一口一个中国女性，他只是在说女权?	None
你这话说的，我反驳的点是他说女性之间友谊的虚伪而不是人品的不端。别把男女分开说，是个人周围产生品行不端的大家就会离开他，这都是非常正常的。跟女的不女的没关系。	None
你们的武士道精神呢？一刀劈S这个嘿蛆	Potentially
希望你被女的传染	Potentially
我看你也是个被现实世界压迫着，没有多少选择权的人。不然不至于来网上左右横跳叫嚣你有这个权利那个权利。被现实欺负了，就来网上欺负比你更弱势的人。真是可悲可叹。同是天涯沦落人，相煎何太急。	Potentially
你来新疆看看就知道了 新疆有多傻逼 乌鲁木齐 打不到车 没有滴滴！没有出租车！这是省会？还发展个屁 穷就是穷 别的地方都有就你没有？ 这还省会呢 唯一一次被骗了八百块也是 新疆人干的 新疆肯定有好人 比例堪忧	Potentially
所以一些人觉得自己是同性恋就可以高人一等了是吧	Potentially
上海是全国媒体有预谋的带节奏黑！本质上是打压上海地方势力！	Potentially
如何评价这种人	None
曾经有一群头脑清醒的人带队，已经把方法指明了，总有ylg半路出家	Potentially
这儿也有nt通讯录出没，不过比起我之前呆的反同恋吧好多了	Potentially
男人根本不需要女人	Potentially
就问你，你会娶离婚女吗？你会娶烂裤裆吗？问题来了，还有剩下的吗？	Potentially
我觉得吧，只要内容没有怂恿直男直女去同性恋爱的话那就没大问题	Potentially
别打拳打到自己人了，男拳语录就是个黑大人发明的🤣	Potentially
犯罪预备军。明明很丑	None
自信点，把如果去掉。黑人本来就看不起黄种人，不信的话去翻前面的帖子。黑人扯眼角嘲笑亚洲人的眼睛；之前美国黑人打广东老太；黑人强亚裔商店；还有1992的美国黑人冲进韩裔社区零元购，双方火拼。我不敢说所有黑人都这样，但至少看不起黄种人的占大多数	Potentially
同，我甚至是看到黑人都感觉不太好，我的种族主义深入骨髓了吧😅	Potentially
以前的邻居是我爸老同事一个回族大伯过节就送给我家油香。人好	None
看到“我是男的”，100%是女拳，毕竟有句话说自己没什么就喜欢强调什么	Potentially
说的好，很哲学的看法。我想是个正常人都认可人性有自私的一面，区别来自于如何对待这个“自私”。个人感觉南方人或者经济文化较发达地区（北京），都比较直面“自私”，交际中会用各种“扣扣搜搜”“精打细算”去规避“人性自私”可能带来的影响，也就是把话说在前面，而北方（主要是东北）规避的是“自私”本身，交际中习惯掩盖“人性自私”的一面，所以“豪爽”“义气”“兄弟”等会被经常提及，特别是首次认识，更会去努力营造这种氛围。区域不同，生存环境不同，产生不同的生存策略而已，其实没有好坏，适合的环境使用适合的方法就好。南北差异其实是必然存在的，身处异乡为异客入乡随俗很关键，先尊重别人才能获得尊重，像东北人这样去哪都牛逼哄哄，不被地域黑就很难了。	Potentially
反串母狗冲掉就对了！	Potentially
你是全国人？	None
本来是没啥大问题的，现在网上借此对江浙沪污名化了，很多人不晓得哪里是苏北苏南却跟着带节奏😅	Potentially
上海河南广东，春晚三大被黑惨烈的地方，春晚一向这么搞很恶心的	Potentially
外国女人说中国男人对吗？	None
贴吧的人还是不如知乎的人明白。嫖娼我虽然不会去，因为我性冷淡。但国家对嫖娼的态度代表的是广大国男的性获取难度。你想想女性的性获取难度吧，再想想国男的	Potentially
首先要想一想，她们为什么要嫁外国人，很大的出发点我想，其实就是不想奋斗了，想要改变人生，甚至下一代的人生，不过被骗的太多了！这其实也是对美好生活的向往！与其嫁个一般的大陆人，可能真的不如嫁个一般的外国人！	Potentially
我不会，我会祝福她，然后拉黑	Potentially
所以别娶江西的就可以了，她们嫁的出去嫁不出去她们的事情只不过江西抬高了全国的彩礼攀比这个就恶心了	Potentially
这不是典型的普信男么，真下头	Potentially
你知道吗我是女生这四个字很普通但是可以强调就很恶心你是女生怎么了？就tm好像谁不是女生的似的你是女生怎么了？你就高级有特权呗？傻逼	Potentially
我是中国男人，麦肯锡搞活动的时候我在现场遇到一个黑人女性，突然就感觉像在森林里遇到野兽一样。	Potentially
你妈养你这么大，你这样说她我觉得你丢人，她当初不如把你丢掉，没哪个父母不爱自己的孩子都，她这样说一定事出有因，倒是你，真的不懂事	None
就是一个外网普通论坛，什么都可以发，可能就是一些极端人士发的极端的话。	None
度度拿不出我是小号的证据只能转进，转进两次都被我打脸打回来了，也是够窝囊的	None
你们特莫sb吧，脑袋进屎了吧	None
姆搐什么猎奇	Potentially
可是如果那个撒匹是自己亲人呢，怎么办？还能割离？	None
如果各位不想被地域黑，同样地，对别的地区也不要地域黑	None
集美们，拿刀真的有用😅	None
恩格斯就说了真正平等的婚姻在以后的历史中实现时，女性群体的主体意愿越来越无法忽视，势必成为更重要于男性群体的意愿。现在风气就是争当烧鸡，爱浪爱玩，你一个男的有啥好纯情的，想爽的直接模仿版本之子黑叔叔就行了，提裤子就走人	Potentially
