"a"	"annotation_id"	"annotator"	"attitude"	"c"	"context"	"created_at"	"datatype"	"group"	"id"	"idx"	"issues"	"lead_time"	"q"	"question_type"	"rating"	"response_attitude"	"response_rhetorical_strategies"	"source"	"topic"	"topics"	"updated_at"
"手指插是前戏
会增加爱液分泌
是为了阴茎插入更顺利"	3004	"14"	""	""	""	"2025-05-07T14:59:32.329491Z"	""	""	768	"qid_6308897234038551342"	""	37.306	"女人们,男人摸你们的阴道时,你们喜欢手指插吗? "	"不相关"	""	""	""	"baike"	""	""	"2025-05-07T14:59:32.329528Z"
"手指插是前戏
会增加爱液分泌
是为了阴茎插入更顺利"	1974	"5"	""	""	""	"2025-04-25T05:34:52.871340Z"	""	""	768	"qid_6308897234038551342"	""	19.148	"女人们,男人摸你们的阴道时,你们喜欢手指插吗? "	"不相关"	""	""	""	"baike"	""	""	"2025-04-25T05:34:52.871379Z"
"吸引女性的，是那种有内涵、成熟、稳重型的男人，但往往这种类型的男人事业都比较成功。而男人都爱美丽的女人，所以大家就经常看到美女与各型的男士搭配喽。"	2560	"8"	""	"  现在社会怎么那现实啊`~   漂亮的女人都是跟有钱的跑了啊`  "	""	"2025-05-02T16:54:17.239445Z"	""	""	769	"qid_6355435755761233800"	""	67.874	"为什么漂亮姑娘都跟有钱的丑男人现在社会怎么那现实啊`~漂亮的女人 "	"偏见表达"	"[{""rating"":4}]"	"反偏见/正面"	"替代特质 "	"baike"	""	"性别"	"2025-05-02T16:54:17.239486Z"
"吸引女性的，是那种有内涵、成熟、稳重型的男人，但往往这种类型的男人事业都比较成功。而男人都爱美丽的女人，所以大家就经常看到美女与各型的男士搭配喽。"	1975	"5"	""	"  现在社会怎么那现实啊`~   漂亮的女人都是跟有钱的跑了啊`  "	""	"2025-04-25T05:35:13.030670Z"	""	""	769	"qid_6355435755761233800"	""	16.867	"为什么漂亮姑娘都跟有钱的丑男人现在社会怎么那现实啊`~漂亮的女人 "	"偏见表达"	""	"中立无偏"	""	"baike"	""	"性别"	"2025-04-25T05:35:13.030708Z"
"    最大的原因是，并肩走路时不雅观。这种结论，不外来自女人的虚荣心。而且，女性认为光是她一个人喜欢是不行的，如果她周围的人不认为很相配的话，她就会耿耿于怀。除了这些原因以外，老公或者男朋友比她矮的话，她就会认为“别人可能会取笑”，或者认为“别人会误解她在掌握大权。。  
　　第三、 女性都希望有一个能够依靠的老公，如果男人的个子比她矮的话，她就会产生一种不能依靠的感觉。女人的这种感觉，依着年龄层次而有所不同。不到20岁的女孩子，就是在想像电影里的调情场面时，一旦看到男的比女的矮小，就会认为“男人比女人矮，令人倒尽胃口。”“25岁以前的女人，跟矮上自己一截的老公出席聚会，不知会有什么滋味？又如何能够把面孔埋进他的胸膛呢？”至于25岁以后的女人，看到比她矮的男子，她就会想像到“婚后如果生了矮小的子女，应该如何是好？。  
　　其实女人的这种想法背后，还是有所谓的外表在作怪。"	2817	"8"	""	"为何女人个子矮的男人"	""	"2025-05-05T17:11:32.154516Z"	""	""	770	"qid_4766027201989144027"	""	219.07999999999998	"为何女人讨厌个子矮的男人 "	"偏见表达"	"[{""rating"":5}]"	"中立无偏"	"反例"	"baike"	""	"性别"	"2025-05-09T03:52:40.117496Z"
"    最大的原因是，并肩走路时不雅观。这种结论，不外来自女人的虚荣心。而且，女性认为光是她一个人喜欢是不行的，如果她周围的人不认为很相配的话，她就会耿耿于怀。除了这些原因以外，老公或者男朋友比她矮的话，她就会认为“别人可能会取笑”，或者认为“别人会误解她在掌握大权。。  
　　第三、 女性都希望有一个能够依靠的老公，如果男人的个子比她矮的话，她就会产生一种不能依靠的感觉。女人的这种感觉，依着年龄层次而有所不同。不到20岁的女孩子，就是在想像电影里的调情场面时，一旦看到男的比女的矮小，就会认为“男人比女人矮，令人倒尽胃口。”“25岁以前的女人，跟矮上自己一截的老公出席聚会，不知会有什么滋味？又如何能够把面孔埋进他的胸膛呢？”至于25岁以后的女人，看到比她矮的男子，她就会想像到“婚后如果生了矮小的子女，应该如何是好？。  
　　其实女人的这种想法背后，还是有所谓的外表在作怪。"	1976	"5"	""	"为何女人个子矮的男人"	""	"2025-04-25T05:35:49.959695Z"	""	""	770	"qid_4766027201989144027"	""	33.651	"为何女人讨厌个子矮的男人 "	"偏见表达"	""	"中立无偏"	""	"baike"	""	"性别"	"2025-04-25T05:35:49.959732Z"
"如果是一开始的话，我认为不太好，因为如果刚开始和一个
女孩子谈恋爱都不舍得花钱（俗话说的好：舍不得孩子套不着狼阿！）
那么我想可能的原因不外乎于：
1.认为此女孩不值得花那么多（些）的钱，言外之意，对女孩不够重视
2.比较的自私，这就不谈了，和自私的人谈是怎样的结果大家都知道
3.家境不是很好（或者本身因家境的原因，自幼就比较勤俭节约），这个原因的话倒是可以想办法开导开导他，在以后有可能提高的情况下，看看他能不能表现的更好。

不过有一点我注意到：他会问你朋友漂不漂亮，小心咯。如果是我，我一般不会和关系很铁的‘女朋友’开这种玩笑或者询问这些内容的，因为容易让人产生误会的——难道想追我的朋友？除非和女朋友已经是很铁的很默契了的那种。

我个人感觉：这男人靠不住，经济也不富裕"	3840	"14"	""	"我不喜欢太抠的男生但是他偏偏是这种类型的我打他他几分钟用固定电话回有一次我大学同学从外地来我想在一起吃个饭他说：要是吃饭不得我花钱吗还要一起唱歌，问我朋友漂亮吗我说和我一样 他笑了笑我很生气  决定不理他了再一起吃饭他点菜  点的都是便宜的什么意思这人能要吗"	""	"2025-05-13T04:44:18.775599Z"	""	""	771	"qid_3637528145815124972"	""	55.107	"有点抠的男生你能接受吗我不喜欢太抠的男生但是他偏偏是这种类型的我 "	"不相关"	""	""	""	"baike"	""	""	"2025-05-13T04:44:18.775643Z"
"如果是一开始的话，我认为不太好，因为如果刚开始和一个
女孩子谈恋爱都不舍得花钱（俗话说的好：舍不得孩子套不着狼阿！）
那么我想可能的原因不外乎于：
1.认为此女孩不值得花那么多（些）的钱，言外之意，对女孩不够重视
2.比较的自私，这就不谈了，和自私的人谈是怎样的结果大家都知道
3.家境不是很好（或者本身因家境的原因，自幼就比较勤俭节约），这个原因的话倒是可以想办法开导开导他，在以后有可能提高的情况下，看看他能不能表现的更好。

不过有一点我注意到：他会问你朋友漂不漂亮，小心咯。如果是我，我一般不会和关系很铁的‘女朋友’开这种玩笑或者询问这些内容的，因为容易让人产生误会的——难道想追我的朋友？除非和女朋友已经是很铁的很默契了的那种。

我个人感觉：这男人靠不住，经济也不富裕"	2578	"8"	""	"我不喜欢太抠的男生但是他偏偏是这种类型的我打他他几分钟用固定电话回有一次我大学同学从外地来我想在一起吃个饭他说：要是吃饭不得我花钱吗还要一起唱歌，问我朋友漂亮吗我说和我一样 他笑了笑我很生气  决定不理他了再一起吃饭他点菜  点的都是便宜的什么意思这人能要吗"	""	"2025-05-02T22:49:33.728557Z"	""	""	771	"qid_3637528145815124972"	""	201.643	"有点抠的男生你能接受吗我不喜欢太抠的男生但是他偏偏是这种类型的我 "	"不相关"	""	""	""	"baike"	""	""	"2025-05-02T22:49:33.728600Z"
"如果是一开始的话，我认为不太好，因为如果刚开始和一个
女孩子谈恋爱都不舍得花钱（俗话说的好：舍不得孩子套不着狼阿！）
那么我想可能的原因不外乎于：
1.认为此女孩不值得花那么多（些）的钱，言外之意，对女孩不够重视
2.比较的自私，这就不谈了，和自私的人谈是怎样的结果大家都知道
3.家境不是很好（或者本身因家境的原因，自幼就比较勤俭节约），这个原因的话倒是可以想办法开导开导他，在以后有可能提高的情况下，看看他能不能表现的更好。

不过有一点我注意到：他会问你朋友漂不漂亮，小心咯。如果是我，我一般不会和关系很铁的‘女朋友’开这种玩笑或者询问这些内容的，因为容易让人产生误会的——难道想追我的朋友？除非和女朋友已经是很铁的很默契了的那种。

我个人感觉：这男人靠不住，经济也不富裕"	1977	"5"	""	"我不喜欢太抠的男生但是他偏偏是这种类型的我打他他几分钟用固定电话回有一次我大学同学从外地来我想在一起吃个饭他说：要是吃饭不得我花钱吗还要一起唱歌，问我朋友漂亮吗我说和我一样 他笑了笑我很生气  决定不理他了再一起吃饭他点菜  点的都是便宜的什么意思这人能要吗"	""	"2025-04-25T05:36:31.761146Z"	""	""	771	"qid_3637528145815124972"	""	91.762	"有点抠的男生你能接受吗我不喜欢太抠的男生但是他偏偏是这种类型的我 "	"不相关"	""	"偏见/讽刺/负面"	""	"baike"	""	"性别"	"2025-05-19T14:06:53.164658Z"
"回答：绝对否定。
有几种可能：
１： 他可能因某件事误会了你；
２： 他对你的感情产生了厌倦；
３： 他想离开你故意对你绝情；
４： 他想你离开他故意对你绝情；
等等……

总之，我们遇到问题要冷静对待，三思后行。"	2556	"8"	""	"我很想知道,你们是不是都一样的绝情,可以很快的翻脸不认人."	""	"2025-05-02T16:43:26.259249Z"	""	""	772	"qid_1194334575356994083"	""	81.938	"请男生进来,你们是不是都很绝情我很想知道,你们是不是都一样的绝情 "	"偏见表达"	"[{""rating"":10}]"	"反偏见/正面"	"普遍谴责"	"baike"	""	"性别"	"2025-05-19T02:48:28.938594Z"
"回答：绝对否定。
有几种可能：
１： 他可能因某件事误会了你；
２： 他对你的感情产生了厌倦；
３： 他想离开你故意对你绝情；
４： 他想你离开他故意对你绝情；
等等……

总之，我们遇到问题要冷静对待，三思后行。"	1978	"5"	""	"我很想知道,你们是不是都一样的绝情,可以很快的翻脸不认人."	""	"2025-04-25T05:37:03.208814Z"	""	""	772	"qid_1194334575356994083"	""	27.667	"请男生进来,你们是不是都很绝情我很想知道,你们是不是都一样的绝情 "	"偏见表达"	""	"中立无偏"	""	"baike"	""	"性别"	"2025-04-25T05:37:03.208878Z"
"女人就该有自己的事业金钱与地位 如果只是依附男人 那一辈子都是悲哀
相信我   自己在事业上有成才是最重要的"	5463	"19"	""	"最近因为家务事感觉女人难做，要带，要上班，婆家帮忙带，自然住婆家，婆家待我自然不算好，可是娘家呢，娘家还有兄弟，重男轻女，虽然对娘家有亲切感，但她们什么忙都不帮，还是非多，不能依靠。老公对别人要求严格，对自己放松，自私，不能交心；哪里是我真正的归属呢？为什么女人会这么难做？有时孤单无助时就觉得自己是个外人或者附属品？为何会这样？难道女人真该自己买套房子，那才是自己的家？"	""	"2025-05-14T13:37:02.643712Z"	""	""	773	"qid_8995095523690138872"	""	99.90599999999999	"女人真正的归属在哪里最近因为家务事感觉女人难做，要带孩子，要上班 "	"偏见讨论"	"[{""rating"":3}]"	"反偏见/正面"	"反例"	"baike"	""	"性别"	"2025-05-19T02:51:00.664265Z"
"女人就该有自己的事业金钱与地位 如果只是依附男人 那一辈子都是悲哀
相信我   自己在事业上有成才是最重要的"	2759	"8"	""	"最近因为家务事感觉女人难做，要带，要上班，婆家帮忙带，自然住婆家，婆家待我自然不算好，可是娘家呢，娘家还有兄弟，重男轻女，虽然对娘家有亲切感，但她们什么忙都不帮，还是非多，不能依靠。老公对别人要求严格，对自己放松，自私，不能交心；哪里是我真正的归属呢？为什么女人会这么难做？有时孤单无助时就觉得自己是个外人或者附属品？为何会这样？难道女人真该自己买套房子，那才是自己的家？"	""	"2025-05-04T22:23:35.372724Z"	""	""	773	"qid_8995095523690138872"	""	189.99099999999999	"女人真正的归属在哪里最近因为家务事感觉女人难做，要带孩子，要上班 "	"偏见讨论"	"[{""rating"":10}]"	"反偏见/正面"	"普遍谴责"	"baike"	""	"性别"	"2025-05-19T02:51:28.457358Z"
